id,name,set,cn,oid,cmc,ci,type
70d0540f-93c6-4af5-ab2d-65e6c03001c7,The Meathook Massacre,INR,122,127de52b-df75-4342-95a0-20d84c5bf916,2,B,Legendary Enchantment
70d6c02e-0f48-4fb0-94f3-1fc92ee1814f,Mox Jet,2ED,263,0677f49e-f8bf-4349-af52-2ccde9287c2e,0,B,Artifact
70e7ddf2-5604-41e7-bb9d-ddd03d3e9d0b,Ancestral Recall,LEA,47,550c74d4-1fcb-406a-b02a-639a760a4380,1,U,Instant
710160a6-43b4-4ba7-9dcd-93e01befc66f,Rhystic Study,PLST,PCY-45,53236dd7-845a-444c-96d5-f41ed7325d8f,3,U,Enchantment
711d4d54-5520-4de8-9b93-79902ed8e562,Demonic Tutor,LEA,104,82004860-e589-4e38-8d61-8c0210e4ea39,2,B,Sorcery
714c3a1f-7b30-4ed8-8f38-6176758741fb,Sakashima of a Thousand Faces,CMR,89,8ecdaf4b-4442-42da-9714-4257a83faf50,4,U,Legendary Creature — Human Rogue
716c415e-5eb8-4644-ac64-5ba7c3f0ea65,Arid Mesa,MH2,436,c5acf2a5-40f4-433d-a74d-1cb56c521464,0,,Land
7178a1de-741d-49f1-b199-be772c82ad36,Dragon Whelp,SUM,143,705a1985-ed39-4a4b-812e-a677170b596e,4,R,Creature — Dragon
717f6d10-9144-4ade-9ac6-a481cc66b875,Badlands,LEA,277,13ff3222-91cb-4796-a34e-899ed817694c,0,BR,Land — Swamp Mountain
71911392-42b0-4b6d-baf7-918a4bd3b924,"Emrakul, the Promised End",INR,5,4e7a8817-1a66-45c3-ade9-eac79b40b89f,13,,Legendary Creature — Eldrazi
71dac70d-2b7c-42de-afe4-73839401b238,Armageddon,4BB,5,c9ed8b01-959a-47d6-891e-0abbdccf6e4f,4,W,Sorcery
71e491c5-8c07-449b-b2f1-ffa052e6d311,Scalding Tarn,MH2,254,cb027150-848c-4a66-88ad-e20222304dd8,0,,Land
71f1efaa-b92f-495d-8c6f-eb6c7481afd0,Mental Misstep,SLD,1179,1a0770e6-b093-4439-baff-6889a50ba12e,1,U,Instant
71fc8dff-4d26-4dfd-b279-d06e10cba54f,Torment of Hailfire,SLD,9992,30a0a6c2-1fbb-4784-ab96-22611d57e62c,2,B,Sorcery
720ecba0-a9dd-4adf-ad9d-0c068bf526fa,"Emeria, the Sky Ruin",SLD,1291,cc999cf2-c99b-4911-8c52-6cc4a99fcc7b,0,W,Land
723a163e-97c1-4177-a067-873bebd9a87d,Marsh Flats,SLU,1,dab520d0-20b4-4273-ba6b-eb07f85ea433,0,,Land
72450f69-9f56-44da-8aed-0edccc6ab142,Sensei's Divining Top,PLST,EMA-232,13575cf9-65c1-4861-b21e-eb2155e07766,1,,Artifact
72519051-4cf0-4273-8679-e0c1cb9e0c95,Swamp,PARL,3,56719f6a-1a6c-4c0a-8d21-18f7d7350b68,0,B,Basic Land — Swamp
726aa407-dadd-4575-aee2-b7888e67a722,Silver Drake,PMEI,2000-2,ec7eb7d8-92b2-4442-856e-a9790301c3b3,3,UW,Creature — Drake
726fe2e7-bd1b-4c11-a098-6c8abfbdf06e,City of Ass,UNH,134,e043a795-6936-4d7e-9a77-e0175a27c8f5,0,,Land
729feb73-4581-4f9d-ba47-bece72481b86,Nicol Bolas,LEG,246,e26bf6a9-b31c-4bc0-b55b-c01f2f69be6b,8,BRU,Legendary Creature — Elder Dragon
72e805e9-69be-45c1-aa04-f460641a0c1e,"Ghalta, Stampede Tyrant",LCI,185,b8f16311-be5a-4648-b024-849a61dff0bc,8,G,Legendary Creature — Elder Dinosaur
72ea2048-57bc-43d5-8987-33ca727f1a97,Chaoslace,LEA,139,08842aa3-f923-46e9-a106-f542331e9cc1,1,R,Instant
7302619c-b202-493f-9e02-a831a08abc3f,Lightning Greaves,PSAL,L2,ca204b66-8d0c-431a-8d34-282f7c2d17da,2,,Artifact — Equipment
731a4b86-c213-4d8e-bf01-0a0e8cff0ff1,Roc of Kher Ridges,LEA,170,01f07ab9-3c3e-4fea-9cd6-543a5b7056b8,4,R,Creature — Bird
7333e089-dc31-4c2f-9230-c2033d95c7e6,Talisman of Progress,SLD,1052,00e35322-1a9a-41e3-9ce1-359c8eaa3bc7,2,UW,Artifact
7337d01c-fa94-477a-bac9-40682bbb84d7,Brass Man,SUM,238,64f56228-7874-4465-ba58-1049083ea02f,1,,Artifact Creature — Construct
733933dd-c871-4f75-8b08-d7c010dddbe6,In the Eye of Chaos,LEG,61,6a0da9f3-cb06-42b1-ae73-b142c0eedaff,3,U,World Enchantment
73558b8d-fb08-4df5-99e3-d4c11c9ccfa7,Parallel Lives,WOT,58,84dc94b2-95fb-4d53-aaa2-191cb645639f,4,G,Enchantment
736e4bf1-fee9-47cc-9bbc-093f21c77297,"Zhang He, Wei General",PTK,95,fe35b809-7439-4bdc-bce2-42262095064f,5,B,Legendary Creature — Human Soldier
73731e45-51bb-4188-a54d-fdaa4bdfaf1f,Toxic Deluge,2XM,345,afaef788-34d1-460b-b884-9d7ae6ddeb18,3,B,Sorcery
73a065e3-b530-4e62-ab3c-4f6f908184ec,"Elspeth, Storm Slayer",TDM,11,f78af825-023a-42e9-8374-5c52303a1417,5,W,Legendary Planeswalker — Elspeth
73a2a070-464e-4749-87f1-2df5c8b2a93b,Will-o'-the-Wisp,2ED,136,8b60fcfe-fb90-4a00-a708-25b59bfc9b5a,1,B,Creature — Spirit
73ae5276-b607-4f23-a9d2-e8cc7b8e3693,Gray Ogre,LEA,156,83c8a3a6-2e1a-4e26-8847-6d066f42d906,3,R,Creature — Ogre
73b6b789-00c5-4d72-8fb3-6808bfbf0144,Psionic Blast,LEB,75,7f221ad6-7ec4-483d-a6b5-1456c95c1cad,3,U,Instant
73c76f5d-d866-4eb7-b2d2-fc6ecf982f8e,Stasis,LEB,81,a8cf1379-0195-4e11-b994-481ef1284245,2,U,Enchantment
73d51a3c-95c0-4810-b847-4b8afd12fd64,Mirri's Guile,TMP,236,7f89c0ee-b914-406c-8a3f-98424a52ae14,1,G,Enchantment
73d95016-fe42-4ff8-924a-f568f6de8d88,Stasis,FBB,83,a8cf1379-0195-4e11-b994-481ef1284245,2,U,Enchantment
73e3e0b3-5284-464f-8c62-0f7801c966f5,Mana Short,LEA,65,48207d1c-448a-4e1b-974a-642dfea75933,3,U,Instant
73e85dab-5887-47bb-b5f2-fd11ff77ef91,Talisman of Indulgence,SLD,1054,1d9aeaaa-66f6-41cb-9bac-162d6fd8662c,2,BR,Artifact
73f24785-c7b3-46ab-833e-666af3d86c63,Voice of Victory,TDM,331,b12cbda1-ac09-49eb-96b3-a4df27bc37ea,2,W,Creature — Human Bard
743e0f1e-55ab-429a-b9f1-769b008ad06a,Mana Short,2ED,66,48207d1c-448a-4e1b-974a-642dfea75933,3,U,Instant
747d4c99-0287-4138-af13-6244f33d2e57,Nightmare,2ED,119,375932e6-1b3e-48dc-8154-9b664c3add34,6,B,Creature — Nightmare Horse
7482a8ad-29ba-4f3a-b1fb-1175e306f724,Food Chain,PLST,MMQ-246,5c8e5092-962e-49ef-ab82-8434e475e4e7,3,G,Enchantment
74b109df-ce9e-4448-a5d5-3f53cf892731,Forest,PGRU,5,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6,0,G,Basic Land — Forest
74b22007-9def-4c0f-921c-555483cc3deb,Meekstone,LEB,261,5ba73182-30a7-4bad-9cb6-c0feecc2db33,1,,Artifact
74e5dcec-ef1d-4461-bb23-61d98ff082dd,"Avacyn, Angel of Hope",INR,477,216cb26e-8da9-478b-bfbc-8030f7adee72,8,W,Legendary Creature — Angel
74ebf1c8-dade-4d09-8aba-7b7f7626ce87,Desert Twister,SUM,192,6f880348-6dc8-4cf8-9313-9893c41a70a3,6,G,Sorcery
7536292c-da25-41c8-ba28-1e35758a7f3d,"Minamo, School at Water's Edge",CHK,279,17784f90-89a1-47a5-83ef-ae60dfc30bd1,0,U,Legendary Land
755a45bd-8fe6-4e4d-8065-024a2836751b,Giant Growth,LEB,198,5748ebf1-24e3-499d-ab7c-c2cebd462a24,1,G,Instant
75798ac5-9843-4a8b-a5f3-dbd38b4e4bad,Savannah Lions,FBB,39,60ba93eb-39e6-4af2-9c66-cd38f72daff2,1,W,Creature — Cat
75a4e843-937c-47fb-8768-0f42c5cb4e4f,Scorched Ruins,WTH,166,6ee68855-c8c5-422b-88da-163c09a96416,0,,Land
75a58f0b-c772-4254-8686-182d26889f9c,Fungusaur,LEB,196,3e771f5b-2de3-4a1b-8281-ab1f7491e5a1,4,G,Creature — Fungus Dinosaur
75b03c30-c2b8-4207-b675-26c59c40a7e5,Dust Bowl,MMQ,316,d3df7128-31dd-4d71-90be-87e2e9ff51b4,0,,Land
75bc0682-f21a-4c35-bdb2-deb10a6cd8b8,It That Betrays,SLD,1176,b11187ab-f8a8-422b-b550-4495f96de0f2,12,,Creature — Eldrazi
763d7fcb-e5f0-4438-8d35-8beb4cc015e4,Ancient Brass Dragon,CLB,389,7d79fb4e-2ca0-404a-9663-1f5abce6e733,7,B,Creature — Elder Dragon
763fee38-68bf-4c2f-837f-bd5077138368,Bojuka Bog,LTC,358,04b7362d-0490-4cb0-b5d7-2a7732f659ce,0,B,Land
765fd969-d3da-426a-8bf2-d4e1bb7ae878,"Emrakul, the Aeons Torn",2X2,335,900ca697-ad38-4b2b-bc74-2ff7eb6ea951,15,,Legendary Creature — Eldrazi
768f3a05-bd06-4a23-b9f2-94f6e618fd9f,Vesuvan Doppelganger,LEA,87,aeaccab9-3e2c-4a40-a483-52c4972b2014,5,U,Creature — Shapeshifter
769326d4-60af-4b19-85d9-d96d3acdb56e,Shadowspear,PLST,THB-236,8b27326f-e7b8-4a4d-b589-df459246d19a,1,,Legendary Artifact — Equipment
7695a48e-391a-4ac1-93d6-35373e13718f,Vault of Champions,CMR,715,ebc5ac83-08d4-4d6b-b840-0c4ba71a38ab,0,BW,Land
76a5c5d2-921d-464f-8a9f-faeabc11f50e,Power Sink,SUM,74,39412e6d-2837-4729-abf9-e64a5ba87e40,1,U,Instant
76ac72f8-5b1e-4d67-a796-ef69cde27424,Black Vise,LEA,233,de7839fb-7040-48ab-a6d4-d1952972943d,1,,Artifact
76ae81ea-13e3-4ab8-b956-4c7b139a5e9c,Corpse Dance,TMP,116,59b02ca7-e7bd-4820-ac32-87ea1a8c64c0,3,B,Instant
76cc445b-ccd4-4c93-8c7c-fa6582567111,"Nykthos, Shrine to Nyx",PPRO,2022-3,84dc18f0-8225-4b40-a165-b10321e41769,0,,Legendary Land
76e5ee8a-34e5-4a2e-a04e-9fcdc7e53dda,City of Shadows,DRK,116,043192d8-6077-46c3-b43f-b7caf6762869,0,,Land
773813a8-723f-4c26-9e0a-a01b2faada98,"Thorin, King of Durin's Folk",HOC,3,6aabead3-3c81-40b8-8a8d-8f817094d84d,5,RW,Legendary Creature — Dwarf Noble
775480ed-f574-40cb-bd9b-21102eaaff63,"Karlach, Fury of Avernus",CLB,186,037355be-71e7-4866-80a6-80352c304970,5,R,Legendary Creature — Tiefling Barbarian
77636b4c-faea-4bf5-b88c-dd5bb88dc930,Giant Spider,LEA,198,e740ce2f-2134-473c-afa1-1b6d2d1e38ef,4,G,Creature — Spider
776ad9be-3309-4f1d-9f27-6219d9477662,Red Elemental Blast,LEA,169,bb329a5c-b9f9-4973-a53f-090024146325,1,R,Instant
778d10e6-251b-4ef3-b9b8-bc23a0d74aed,Mana Vault,2ED,260,736892cb-a34b-4bb9-b56c-e26e3db207a2,1,,Artifact
77ad722a-d6f3-483e-bd13-e0923cc8a265,Vampiric Tutor,DMR,314,ededbdae-d9dc-4206-9335-d7158f2d7700,1,B,Instant
77be13ed-5ef5-4452-a16f-ccd3599d8555,Demonic Tutor,PLST,DDC-49,82004860-e589-4e38-8d61-8c0210e4ea39,2,B,Sorcery
77ceba8b-de19-4db8-b5a7-f5df49bf241f,Old Gnawbone,AFR,197,dff3f4c7-f792-4ca3-9b0a-0738e70664d9,7,G,Legendary Creature — Dragon
77d16cf5-d85a-44cf-aaac-c4134837cbe4,Counterspell,SLD,7123,cc187110-1148-4090-bbb8-e205694a39f5,2,U,Instant
77f130c7-0138-4a1a-9f67-62d2c302dc48,Teferi's Protection,C17,8,0d4ecdb1-ec90-497f-a7a4-1c68092b8757,3,W,Instant
7815c90b-f7f7-46ac-9dc1-fc3d8cfdbac5,Sakashima the Impostor,SLD,1232,a7243d25-22a2-4df5-adaf-1f40f5330ec1,4,U,Legendary Creature — Human Rogue
78373616-e2d6-4ccf-998f-09f02bea45b4,Blood Moon,DRK,58,94fac5fe-97d5-4c12-a80c-8efff9d853ae,3,R,Enchantment
784cc686-e5a2-4835-8ff2-820461868ffa,Earthbind,SUM,147,e8e35b49-8cfb-4fb5-89aa-8050f15b11bf,1,R,Enchantment — Aura
78a9088f-8755-47cb-aa93-51d992ccab90,Hurloon Minotaur,LEA,158,8f1dae40-b307-446e-bbd2-86aa35813871,3,R,Creature — Minotaur
78b14ae1-fc8b-43df-b6a2-e9f8edc0b8dd,"Thrasios, Triton Hero",SPG,16,3d867016-2601-4a37-a73d-308898d3bd37,2,GU,Legendary Creature — Merfolk Wizard
78ee3eb7-6fb4-4dc0-8338-9666fe58ca71,Benalish Hero,SUM,4,4c81cfb7-8765-4e28-ae33-4287fa9a86cc,1,W,Creature — Human Soldier
7928bb14-7631-4830-a756-26d1ea832ba2,Blightsteel Colossus,MBS,99,e80772e2-8623-4094-81a2-70828b2b151c,12,,Artifact Creature — Phyrexian Golem
793656ed-acbe-4fec-bac5-96778f234e72,Nether Shadow,SUM,118,c358b9e2-524c-434b-b3fa-74d2aa6d1df7,2,B,Creature — Spirit
79427109-c1f3-476d-a029-0049217237b5,Pendelhaven,LEG,305,f70e72e1-9abe-485b-9fea-e8b35352f5b3,0,G,Legendary Land
794663d5-b397-4775-9921-30184bc36aa9,Nuka-Cola Vending Machine,PIP,358,6cfb03e5-aca6-4fe2-a3f1-93e1f0cbf9e1,3,,Artifact
797b30b0-bc82-43fd-a842-d5879e2441bd,Polluted Delta,MH3,465,ef86989d-ce80-4e55-aece-7d11710eeffa,0,,Land
798c0faf-0de2-4397-8f03-2120d2a35351,"Minamo, School at Water's Edge",LTC,369,17784f90-89a1-47a5-83ef-ae60dfc30bd1,0,U,Legendary Land
7993b049-09d8-4c1a-9455-bb092249e0b6,Aetherize,SLD,1667,7c779721-cd1b-4696-9ae9-68ccc284ed2a,4,U,Instant
7996ab8e-5fa4-4d39-8c7b-12e4258bf8a9,Flooded Strand,MH3,353,f3c7af78-a77d-4134-82a2-a5ce84285a84,0,,Land
79976df3-e989-4f99-8534-dca962f85e3d,Counterspell,4BB,65,cc187110-1148-4090-bbb8-e205694a39f5,2,U,Instant
79b2d33b-2689-4d03-b297-a196b376804d,"Jace, Wielder of Mysteries",SLD,1576,5277a68e-1ceb-4b40-8e10-3d0564f5d7be,4,U,Legendary Planeswalker — Jace
79c291b1-bbe1-42f9-8b8d-14afec9c218a,Fastbond,FBB,194,e27193b7-1a47-4555-865d-b1fd4c6d597f,1,G,Enchantment
79cc2242-6064-4c90-a46b-0e59144bc04a,Taiga,SUM,287,22e3cf1d-3559-4ce1-954c-8dc815342979,0,GR,Land — Mountain Forest
79d24cf8-107e-4b5b-a4f5-a7498647abef,"Kaito, Bane of Nightmares",DSK,328,fa43077b-5d8b-4fb1-8dda-2a9185e6715e,4,BU,Legendary Planeswalker — Kaito
79d70eaa-33fe-4fcc-947f-f6c44c97b14f,"Avacyn, Angel of Hope",INR,482,216cb26e-8da9-478b-bfbc-8030f7adee72,8,W,Legendary Creature — Angel
79fe9e5e-3ddc-4b15-81d5-9659cd087649,Island,PGRU,2,b2c6aa39-2d2a-459c-a555-fb48ba993373,0,U,Basic Land — Island
7a20dcb0-5350-40e0-82d3-c8d0186fc9d2,Sol'kanar the Swamp King,LEG,259,b8aac8e8-4588-4cb9-8b95-5c4abab1c48b,5,BRU,Legendary Creature — Demon
7a28dab1-f28d-4ac5-b5a2-f79b14e11b06,Circle of Protection: White,SUM,13,5f46f86a-9779-4ed3-99cb-76a03d380598,2,W,Enchantment
7a483778-b88b-473f-9217-7583e69b3e70,Sylvan Library,CC1,5,92eed395-62ca-4293-882b-8565c40daab5,2,G,Enchantment
7a601041-926f-40fd-8106-39099b87806f,Chaos Orb,2ED,236,edb455f4-8dc9-4b7c-b25c-cb51b7dfbb41,2,,Artifact
7a7017e0-963a-4409-a995-00ec54041461,"Kozilek, Butcher of Truth",PLST,UMA-6,7b8528b0-71eb-4c9e-bed9-aa2d2e84038f,10,,Legendary Creature — Eldrazi
7a79190f-de60-4eb6-b925-594eb76ca8c3,Vampiric Tutor,SOA,100,ededbdae-d9dc-4206-9335-d7158f2d7700,1,B,Instant
7a7c5941-9c8a-4a40-9efb-a84f05c58e53,Windswept Heath,ONS,328,29737a60-3ebd-40d9-b935-c4f54b90d45d,0,,Land
7a87f8bc-1b3e-4cb2-9343-5f008e942411,Force of Will,SOA,19,956381ba-6d37-4a8a-846c-bad79222dbee,5,U,Instant
7a8db21f-722b-4a07-985b-8d25a0b0006a,Sol Ring,LTC,408,6ad8011d-3471-4369-9d68-b264cc027487,1,,Artifact
7abd2723-2851-4f1a-b2d0-dfcb526472c3,Verdant Catacombs,ZEN,229,67d60b24-d429-4ded-90d9-06e49f28c396,0,,Land
7af082fa-86a3-4f7b-966d-2be1f1d0c0bc,Smothering Tithe,RNA,22,153376c9-dffd-458c-8ce3-a4c8269bc4e9,4,W,Enchantment
7afa0ee5-a0b8-472e-9991-09402ddb5de3,Allosaurus Shepherd,2X2,132,98295bdc-db58-4e1f-ad4c-63092aea207e,1,G,Creature — Elf Shaman
7b0b0520-f792-4201-bd4c-22b7d7824b52,Chromatic Orrery,LCC,107,95c3976c-33f3-490b-bfd3-7f1af2fe0416,7,,Legendary Artifact
7b0ca1f4-391d-40fc-b53e-ffb6e4d4c061,Serendib Efreet,FBB,79,dd520d83-297a-487f-b8f3-4997bbc056e0,3,U,Creature — Efreet
7b112a10-ac40-4353-bbdd-e5efd4546330,Sindbad,ARN,21,dc81069b-b2cf-44b3-98fc-45bb24b815cb,2,U,Creature — Human
7b218531-9f5c-4ffb-9d2f-f2ead5b9f221,Opposition Agent,CMR,651,1f438b8f-fe23-4f3b-ab2e-f6c33676c462,3,B,Creature — Human Rogue
7b3f0e26-7784-452d-acc8-9f7181e0f7d5,"Nissa, Resurgent Animist",MAT,162,c1fc5923-c3cd-448a-98d1-c154661c2812,3,G,Legendary Creature — Elf Scout
7b469eaa-21f4-44a2-a1e9-a44dad2b5099,Shatterstorm,SUM,176,96ce2403-4607-440a-92ae-80aceb458c5d,4,R,Sorcery
7b52f459-c703-4a0b-9114-ff69eec61287,Control Magic,LEA,52,cd0d7141-46d2-4aa3-bc77-6b3b4513803e,4,U,Enchantment — Aura
7b633ac2-bf98-42bd-8c26-8737a7d8edc7,Reflecting Pool,TMP,322,67f43ac6-2a58-4b53-b5d7-0330e2a252e2,0,,Land
7b8197b9-0cd1-4fa1-9668-d1b5f1759151,Phyrexian Dreadnought,MIR,315,a7950edb-5670-46fd-a30e-0fe888a5a32b,1,,Artifact Creature — Phyrexian Dreadnought
7bae726c-40b3-4f68-8ca7-0400a92d0495,Scroll Rack,PLST,TMP-308,648bd03d-247e-4d6f-87a9-12a67688cbf5,2,,Artifact
7bcfc82b-3e8a-4785-a87e-e96b5bfca90f,Aggravated Assault,SLD,1026,20129459-a386-41eb-899d-1aede3427300,3,R,Enchantment
7bf6baf2-d20b-467d-8929-abefcf7dfa99,"Purphoros, God of the Forge",THS,135,4fdbbec2-e921-4b63-958d-f9ba1e417197,4,R,Legendary Enchantment Creature — God
7c01cae0-4d61-4bf7-a145-82d9bb11d816,Manabarbs,LEB,164,0f1afedd-c60f-454f-b84a-c8117aec0128,4,R,Enchantment
7c024bae-5631-4e20-ac69-df392ac9e109,Orcish Bowmasters,LTR,103,ea5103f5-27e0-4eb1-902c-7f34652d6bf3,2,B,Creature — Orc Archer
7c23360d-ff57-412c-9899-6050cb481da6,Akroma's Memorial,SPG,81,967e8b3f-8266-4d9a-a38b-d0e10184e1e4,7,,Legendary Artifact
7c3271da-cc20-48c2-ac61-b64a8e47f9e5,Counterspell,SLD,SCTLR,cc187110-1148-4090-bbb8-e205694a39f5,2,U,Instant
7c439c5a-b4a5-411b-9e68-fb8438ccdfb0,Ice Storm,LEB,202,a0b97e33-2d0c-4800-a9f5-9cd9be651ea8,3,G,Sorcery
7c666b4b-c4ff-40ca-9d16-c76aafebaa83,Counterspell,2ED,55,cc187110-1148-4090-bbb8-e205694a39f5,2,U,Instant
7c67788e-d713-47c3-ab9f-b8a6212ae24f,Smoke,LEA,175,8aa97d25-cd51-4ceb-b7eb-af64f0914a8c,2,R,Enchantment
7cb5acb6-14af-4e17-8e6c-b44122bd81e4,"Sephiroth, Fabled SOLDIER // Sephiroth, One-Winged Angel",FIN,451,70113003-be5e-406a-9aec-cb480468c36d,3,B,Legendary Creature — Human Avatar Soldier // Legendary Creature — Angel Nightmare Avatar
7cb88a03-7092-4d31-a9f1-4f16e39bc537,Mountain,LEB,298,a3fb7228-e76b-4e96-a40e-20b5fed75685,0,R,Basic Land — Mountain
7cb981e3-2db7-48c8-83fb-f36ac43689e1,Orcish Bowmasters,LTR,554,ea5103f5-27e0-4eb1-902c-7f34652d6bf3,2,B,Creature — Orc Archer
7cd58bb6-dba2-4ab6-a03e-150aa7f5c216,Grave Pact,HOP,28,6f4ac4a4-53ec-4bc9-8f5c-d4b801d867b2,4,B,Enchantment
7d37b529-8a41-4177-abef-614f363e69d1,Word of Command,LEB,137,e8ad3a77-b293-4d69-b080-27ca9f95d443,2,B,Instant
7d3b2b9f-623f-4993-ad45-099ec3b570c6,Sonic Screwdriver,SLD,803,cd68cc31-12fd-48ff-b37b-bccfe4172974,3,,Artifact
7d635dfb-0a48-4965-82d1-d98f943bb28d,The Queen of Dale,HOB,217,a2ec1dd0-86c7-423d-b562-ed95b79bf8f7,2,W,Legendary Creature — Human Noble
7dae100a-ea1d-45f3-b47c-b278cda462ad,Necropotence,SLC,1995,94a844d2-0574-45a7-b347-e0e329767c42,3,B,Enchantment
7db50dae-5d50-4682-8fe4-beb48be103c2,Delighted Halfling,LTR,609,f9d3b046-0b95-4103-a630-4b3fb88bb60b,1,G,Creature — Halfling Citizen
7e18d625-0950-4062-8d41-f8b681eff234,Scrubland,2ED,282,c8d95ca8-7d12-4072-aeaf-e20f248c7e39,0,BW,Land — Plains Swamp
7e689df7-b85d-4346-bee8-5e978b5cbbbc,Goblin Sharpshooter,ONS,207,d81285b7-a718-411a-8be3-ecc0cfe0bcb0,3,R,Creature — Goblin
7e88740e-f2ba-4fb7-ac2a-2e6313b7745f,Onulet,SUM,269,598f948b-bdd3-490f-b3e9-f0f9dc470522,3,,Artifact Creature — Construct
7e8cbd3c-e88d-4d08-8553-20dfbad5f833,Krovikan Vampire,JP1,3,8fa93c01-f9ea-4d48-a040-418d1ca6be19,5,B,Creature — Vampire
7eb0cb82-d930-43c3-a6d6-f947018d45d6,Smoke,LEB,176,8aa97d25-cd51-4ceb-b7eb-af64f0914a8c,2,R,Enchantment
7eb71ac4-796d-4011-9002-1129bc09c284,False Orders,LEA,147,38c5c952-8153-4d98-89b5-a75260383345,1,R,Instant
7ecdb244-aeb5-42ef-b1ce-e586580c6b6c,The First Sliver,SLD,1371,55e4d4b2-1bd8-4c29-a21a-c014a974b715,5,BGRUW,Legendary Creature — Sliver
7ee63877-056e-413d-932a-a393a4183686,Raging River,2ED,169,a2310312-6e1e-4e34-a351-9aef499a810f,2,R,Enchantment
7f07e272-6cc7-46d6-ad5c-473d1021c179,Blue Elemental Blast,LEB,50,65e1558c-6b09-4ddc-b520-f19f4fb972af,1,U,Instant
7f09d805-ce3a-4f5a-8ea3-fe07f652af3c,Circle of Protection: Blue,SUM,10,d7572f17-f85d-45c0-ac64-43aac760eafe,2,W,Enchantment
7f1b99e0-ffb7-4f98-8ee5-4357bb79dd2e,Last March of the Ents,LTR,172,3999cd64-ff5c-4e2c-8aa6-d14f9f8a2b4c,8,G,Sorcery
7f273641-c5f3-48bc-b89e-3cff52d26a0b,Gemstone Caverns,TSR,280,c0adbddc-b070-4c5f-afe0-0474c72a9251,0,,Legendary Land
7f296a5a-9e6c-4432-bf9b-fafbcccb6e62,Doubling Season,MMA,141,01546b7d-a233-4176-8843-d732074dc5b6,5,G,Enchantment
7f4893ef-f983-418b-b7a4-5f073c844545,Crucible of Worlds,2X2,303,33c722cf-b4bf-431f-aefd-ee96241a7fbf,3,,Artifact
7f4af6c8-c419-42a9-ae5e-c3b73ea5eeea,"Tidus, Yuna's Guardian",FIC,205,e8fbcafd-3617-4cd7-b55d-457fb7b60162,3,GUW,Legendary Creature — Human Warrior
7fb99a26-beeb-4aca-bb02-b2d2ce0595f9,Mana Flare,LEA,162,97159138-c34b-416e-b079-5c952383a243,3,R,Enchantment
7fc1d7db-11a3-4ff9-8d27-1fe401053080,Damnation,SLD,121,d57a8f0b-7989-4db5-8756-6f2690097252,4,B,Sorcery
7fd2fe13-bbc0-42b7-bc42-3b51910ce118,Replenish,UDS,15,523ae937-5535-490d-96ea-07f331b5e5ad,4,W,Sorcery
7fe98f7c-e6c0-4632-96da-a4c2e1a1c094,Command Tower,SLD,806,0895c9b7-ae7d-4bb3-af17-3b75deb50a25,0,,Land
7ff965dd-54b4-4f21-a52f-81c0dd1e691e,Anvil of Bogardan,VIS,141,9deb2a0b-f40c-4d13-8321-41dc41448d24,2,,Artifact
7ffaedb9-25f8-4304-9085-e12505b93312,Stone Giant,LEA,176,0b8e3f9b-a4da-49a3-8545-ce7a265e5856,4,R,Creature — Giant
801b124d-3546-4882-a6e1-c9c353628a18,"Mikaeus, the Unhallowed",DKA,70,5d27c63e-d1ef-48af-b51d-01ebc6daeac9,6,B,Legendary Creature — Zombie Cleric
808cad10-69d5-4e14-9834-476c53ec97e4,Ankh of Mishra,2ED,231,63c1eda1-3e6f-4e9c-adf3-a43164df98bb,2,,Artifact
80a04912-633d-4f67-b200-d55735438f76,Delighted Halfling,LTR,363,f9d3b046-0b95-4103-a630-4b3fb88bb60b,1,G,Creature — Halfling Citizen
80be0580-7948-4d8e-8c0f-5e2797ac411b,Living Lands,LEA,209,8f0179fe-6d7d-49cc-ab06-d3b402c6fc8d,4,G,Enchantment
80c235ae-8297-4860-babe-de4a9df48c58,Gemstone Caverns,EOS,61,c0adbddc-b070-4c5f-afe0-0474c72a9251,0,,Legendary Land
80f88df1-4e1a-4557-bb7a-1ac86641043e,Bitterblossom,SLD,12,fb868840-09fa-49b1-85cb-b08ad065e972,2,B,Kindred Enchantment — Faerie
8105973c-a94d-444c-ba20-ab0fa978bee8,Nettling Imp,LEA,117,c58dfcbf-49e6-4ef0-bd31-ebd81b0cfa41,3,B,Creature — Imp
8118282a-1473-4c0b-a283-1f58e0d0209a,Counterspell,STA,78,cc187110-1148-4090-bbb8-e205694a39f5,2,U,Instant
81264242-bdac-4342-9420-16e7c2c84ee6,Aladdin's Lamp,SUM,231,2aa2f96b-5784-4767-b9ea-b8d9222cb1de,10,,Artifact
812a0a10-0765-499f-8581-c4d7e0e81299,Demonic Hordes,2ED,104,2847c8a0-f6aa-4e4a-a7b8-fc116436a264,6,B,Creature — Demon
812f4d5c-aacf-4bd8-849d-80a357a7804d,Morphling,USG,85,19f233b2-8be6-4172-abf9-b132fc3393d9,5,U,Creature — Shapeshifter
813057d4-ec5b-4ec4-a6ad-8f53cc49b827,"Ashaya, Soul of the Wild",SLD,2014,162572f2-1757-42e9-bd97-e6bd9a762c0e,5,G,Legendary Creature — Elemental
